Entity,Code,Year,Oil consumption - TWh,Gas consumption - TWh,Coal consumption - TWh
Eastern Africa (EI),,2010,240.29771,8.438042,32.079063
Eastern Africa (EI),,2011,250.41661,9.550318,35.208042
Eastern Africa (EI),,2012,269.03076,10.991392,29.43425
Eastern Africa (EI),,2013,283.35178,11.424063,44.57265
Eastern Africa (EI),,2014,295.34784,12.551068,67.21526
Eastern Africa (EI),,2015,322.7714,16.266699,57.592346
Eastern Africa (EI),,2016,332.2056,20.498945,45.38625
Eastern Africa (EI),,2017,355.39264,20.234472,55.36425
Eastern Africa (EI),,2018,365.5955,21.006283,61.7262
Eastern Africa (EI),,2019,373.87134,23.993925,52.452297
Eastern Africa (EI),,2020,341.72626,23.027866,50.881695
Eastern Africa (EI),,2021,372.94257,26.707453,53.577007
Eastern Africa (EI),,2022,380.395,28.582947,58.18501
Ecuador,ECU,1965,7.9206376,,
Ecuador,ECU,1966,8.26975,,
Ecuador,ECU,1967,8.931146,,
Ecuador,ECU,1968,10.672142,,
Ecuador,ECU,1969,11.293051,,
Ecuador,ECU,1970,12.877645,0.6978,
Ecuador,ECU,1971,14.232479,0.6978,
Ecuador,ECU,1972,14.631551,1.01181,
Ecuador,ECU,1973,16.284168,0.5815,
Ecuador,ECU,1974,18.546286,1.163,
Ecuador,ECU,1975,18.147562,1.45375,
Ecuador,ECU,1976,20.50994,1.32582,
Ecuador,ECU,1977,25.594435,0.84898996,
Ecuador,ECU,1978,26.172731,0.87225,
Ecuador,ECU,1979,27.873514,0.62802,
Ecuador,ECU,1980,35.75117,0.48845997,
Ecuador,ECU,1981,39.96072,0.79083997,
Ecuador,ECU,1982,43.64244,1.02344,
Ecuador,ECU,1983,39.982136,1.2676699,
Ecuador,ECU,1984,40.184883,1.82591,
Ecuador,ECU,1985,49.411514,1.8607999,
Ecuador,ECU,1986,50.193222,1.8491699,
Ecuador,ECU,1987,50.630726,1.7212399,
Ecuador,ECU,1988,59.788826,2.0119898,
Ecuador,ECU,1989,62.205303,1.59331,
Ecuador,ECU,1990,63.61657,2.61675,0.0032014165
Ecuador,ECU,1991,71.21293,3.20988,0.0064451387
Ecuador,ECU,1992,71.04642,3.22151,0.0046505276
Ecuador,ECU,1993,71.340126,3.70997,0.00081343605
Ecuador,ECU,1994,77.55587,3.34944,0.003962694
Ecuador,ECU,1995,76.32141,3.23314,0.003958611
Ecuador,ECU,1996,85.72029,3.43085,0.0049553053
Ecuador,ECU,1997,97.765,3.12847,0.00626725
Ecuador,ECU,1998,98.40975,3.18662,0.009219167
Ecuador,ECU,1999,85.996635,3.00054,0.012029138
Ecuador,ECU,2000,78.33835,3.26803,0.016110389
Ecuador,ECU,2001,81.36386,3.32618,0.020834971
Ecuador,ECU,2002,80.800606,1.3242072,0.022496028
Ecuador,ECU,2003,82.590965,2.3108554,0.8815003
Ecuador,ECU,2004,87.28777,5.378899,0.02098511
Ecuador,ECU,2005,95.14137,5.522699,0.024508944
Ecuador,ECU,2006,100.837296,6.0344195,0.062975556
Ecuador,ECU,2007,102.50297,5.4683084,0.025139555
Ecuador,ECU,2008,105.60009,4.9879146,0.2895472
Ecuador,ECU,2009,107.393166,5.878689,0.06921278
Ecuador,ECU,2010,124.126724,6.189022,0.11599944
Ecuador,ECU,2011,127.295494,5.6075635,0.108782776
Ecuador,ECU,2012,131.77362,7.489686,0.13059416
Ecuador,ECU,2013,139.62585,8.511817,0.14639612
Ecuador,ECU,2014,147.06836,8.725521,0.13852888
Ecuador,ECU,2015,142.66006,8.210332,0.14999388
Ecuador,ECU,2016,134.04097,8.8630905,0.08799222
Ecuador,ECU,2017,130.87363,8.23237,0.094677225
Ecuador,ECU,2018,141.70032,7.2747273,0.32408777
Ecuador,ECU,2019,137.31258,6.4958754,0.0995275
Ecuador,ECU,2020,110.8317,5.5182943,0.28073332
Ecuador,ECU,2021,137.17268,5.8204036,0.549848
Ecuador,ECU,2022,146.51048,5.497367,0.79980165
Egypt,EGY,1965,81.39379,0.47162497,4.68689
Egypt,EGY,1966,87.33999,0.539,3.18662
Egypt,EGY,1967,71.32263,0.539,4.90786
Egypt,EGY,1968,74.599754,0.539,5.10557
Egypt,EGY,1969,55.378662,0.683375,5.51262
Egypt,EGY,1970,71.66592,0.81812495,5.0823097
Egypt,EGY,1971,74.0778,0.81812495,4.170669
Egypt,EGY,1972,84.65238,0.683375,3.6906874
Egypt,EGY,1973,79.572014,0.548625,3.2146714
Egypt,EGY,1974,87.76041,0.5775,5.6131377
Egypt,EGY,1975,97.01281,0.48125,6.7084627
Egypt,EGY,1976,114.73853,3.6575,6.561646
Egypt,EGY,1977,122.636055,4.4275,7.483579
Egypt,EGY,1978,126.698044,7.1225,7.1691966
Egypt,EGY,1979,138.93947,10.78,7.95214
Egypt,EGY,1980,155.29254,20.9825,6.4020824
Egypt,EGY,1981,179.1586,23.484999,8.251322
Egypt,EGY,1982,203.74937,25.69875,8.526778
Egypt,EGY,1983,223.57405,30.12625,8.087851
Egypt,EGY,1984,241.74294,38.692497,8.201476
Egypt,EGY,1985,245.688,47.45125,8.659639
Egypt,EGY,1986,246.40952,54.67,8.706916
Egypt,EGY,1987,260.4517,60.445,9.210785
Egypt,EGY,1988,259.0959,66.604996,10.068685
Egypt,EGY,1989,268.61252,74.4975,10.304738
Egypt,EGY,1990,275.39038,77.67375,8.828414
Egypt,EGY,1991,270.62952,87.395004,9.086647
Egypt,EGY,1992,259.8219,94.5175,9.308141
Egypt,EGY,1993,243.19084,108.666245,11.212319
Egypt,EGY,1994,253.93777,115.5,12.06716
Egypt,EGY,1995,275.37674,121.274994,8.074232
Egypt,EGY,1996,291.0964,125.125,11.097345
Egypt,EGY,1997,307.32626,128.97499,9.392377
Egypt,EGY,1998,323.41177,131.8625,9.240117
Egypt,EGY,1999,330.8606,157.85,8.399267
Egypt,EGY,2000,323.75937,192.5,10.1112385
Egypt,EGY,2001,305.73434,235.8125,8.8946705
Egypt,EGY,2002,304.1684,255.06248,9.542124
Egypt,EGY,2003,311.87805,285.8625,9.894048
Egypt,EGY,2004,328.39752,305.1125,10.112517
Egypt,EGY,2005,347.70404,304.14996,9.894048
Egypt,EGY,2006,337.3307,351.31247,9.899571
Egypt,EGY,2007,364.28705,369.215,8.999108
Egypt,EGY,2008,385.61722,393.085,8.098236
Egypt,EGY,2009,403.6607,409.44748,7.197784
Egypt,EGY,2010,415.5942,434.18375,5.396436
Egypt,EGY,2011,414.72696,477.5925,5.126364
Egypt,EGY,2012,423.53558,506.37125,4.541817
Egypt,EGY,2013,428.20206,495.01373,4.4871445
Egypt,EGY,2014,449.2033,462.18747,4.5240703
Egypt,EGY,2015,460.1491,460.18768,9.319224
Egypt,EGY,2016,475.50006,493.5411,14.169939
Egypt,EGY,2017,451.3589,559.34143,13.951776
Egypt,EGY,2018,402.2581,595.9461,25.388884
Egypt,EGY,2019,380.19745,590.3862,22.94092
Egypt,EGY,2020,327.34332,583.08185,8.733374
Egypt,EGY,2021,352.66434,621.67096,14.113942
Egypt,EGY,2022,421.2479,607.4758,14.265933
Estonia,EST,1985,40.446075,10.486234,67.5203
Estonia,EST,1986,40.01098,9.530358,68.341515
Estonia,EST,1987,40.409798,10.325343,68.931206
Estonia,EST,1988,40.7583,11.12033,65.754234
Estonia,EST,1989,42.034187,11.12033,68.07053
Estonia,EST,1990,41.343212,14.21525,72.01204
Estonia,EST,1991,36.420708,14.273749,66.03763
Estonia,EST,1992,19.574043,8.34525,53.468693
Estonia,EST,1993,20.748428,4.1365,42.701996
Estonia,EST,1994,18.914959,5.9407496,43.683094
Estonia,EST,1995,14.864138,6.7745,40.507942
Estonia,EST,1996,16.087318,7.4709997,42.438255
Estonia,EST,1997,15.79654,7.2595,41.945976
Estonia,EST,1998,15.860497,6.89,35.542328
Estonia,EST,1999,14.814796,6.6975,32.17135
Estonia,EST,2000,13.329059,7.6992497,34.268295
Estonia,EST,2001,15.416941,8.2625,34.071384
Estonia,EST,2002,17.262798,6.9284997,33.307957
Estonia,EST,2003,16.203379,7.9087496,38.57416
Estonia,EST,2004,16.443972,9.008,38.464703
Estonia,EST,2005,16.752337,9.30025,38.0906
Estonia,EST,2006,17.505255,9.39875,36.387783
Estonia,EST,2007,18.683674,9.342999,45.288357
Estonia,EST,2008,17.789972,8.9609995,40.482048
Estonia,EST,2009,15.987167,6.10725,34.96647
Estonia,EST,2010,16.479925,6.542,46.82532
Estonia,EST,2011,16.066843,5.85325,47.39325
Estonia,EST,2012,19.049244,6.343,43.54446
Estonia,EST,2013,18.806301,6.4535,48.425804
Estonia,EST,2014,17.413538,5.0655003,47.36029
Estonia,EST,2015,17.381447,4.541,41.96262
Estonia,EST,2016,16.95469,4.9807496,44.06444
Estonia,EST,2017,17.695034,4.8887925,50.30153
Estonia,EST,2018,17.47478,5.003573,49.140667
Estonia,EST,2019,15.5887375,4.660554,35.80686
Estonia,EST,2020,16.428133,4.3005,29.10825
Estonia,EST,2021,15.857038,4.863189,31.758135
Estonia,EST,2022,14.606459,3.621307,34.026913
Europe,,1965,6933.232,1595.9036,9511.277
Europe,,1966,7552.965,1786.6345,9385.44
Europe,,1967,8203.042,2008.7861,9256.84
Europe,,1968,8936.249,2280.0083,9308.798
Europe,,1969,9826.869,2583.965,9432.775
Europe,,1970,10877.038,2980.2356,9301.574
Europe,,1971,11434.073,3407.7761,9128.504
Europe,,1972,12275.2705,3805.59,9041.875
Europe,,1973,13148.835,4218.3467,9165.502
Europe,,1974,12937.709,4606.6035,9130.07
Europe,,1975,12798.23,4989.565,9112.683
Europe,,1976,13493.773,5461.0176,9350.6
Europe,,1977,13559.638,5792.314,9406.34
Europe,,1978,14288.755,6109.8335,9481.176
Europe,,1979,14616.532,6470.533,9749.822
Europe,,1980,14167.721,6579.6167,9730.223
Europe,,1981,13576.338,6774.2754,9603.929
Europe,,1982,13103.451,7038.406,9685.924
Europe,,1983,12790.341,7458.569,9767.687
Europe,,1984,12839.5,8014.574,9707.405
Europe,,1985,12087.632,7673.371,9429.619
Europe,,1986,12438.036,7815.6396,9419.216
Europe,,1987,12472.559,8216.1875,9503.838
Europe,,1988,12468.502,8473.379,9326.825
Europe,,1989,12485.897,8641.2295,9140.235
Europe,,1990,12606.875,9065.899,8624.07
Europe,,1991,12449.92,9232.272,8048.178
Europe,,1992,11977.388,8846.302,7558.1587
Europe,,1993,11209.041,8842.118,7005.544
Europe,,1994,10880.675,8438.882,6476.7725
Europe,,1995,10737.558,8537.65,6357.189
Europe,,1996,10569.711,9068.158,6163.8994
Europe,,1997,10622.526,8655.78,5895.8403
Europe,,1998,10737.499,8868.485,5670.359
Europe,,1999,10626.859,9048.178,5434.9116
Europe,,2000,10467.451,9259.316,5580.7266
Europe,,2001,10661.939,9413.887,5552.1797
Europe,,2002,10550.113,9468.498,5544.8164
Europe,,2003,10661.9375,9779.315,5715.4272
Europe,,2004,10721.833,10045.516,5577.022
Europe,,2005,10779.154,10212.317,5404.7207
Europe,,2006,10882.642,10348,5598.9473
Europe,,2007,10670.521,10317.612,5591.573
Europe,,2008,10621.997,10337.445,5392.2656
Europe,,2009,10096.927,9588.531,4794.713
Europe,,2010,10080.818,10321.889,4952.181
Europe,,2011,9969.297,9939.508,5140.0195
Europe,,2012,9758.5625,9709.16,5266.8657
Europe,,2013,9549.432,9549.834,5090.4775
Europe,,2014,9486.608,8948.588,4734.474
Europe,,2015,9529.164,8898.572,4630.6494
Europe,,2016,9710.717,9318.166,4416.4688
Europe,,2017,9853.43,9572.84,4216.76
Europe,,2018,9870.683,9745.767,4148.695
Europe,,2019,9875.64,9753.065,3587.7712
Europe,,2020,8736.262,9367.039,3105.7117
Europe,,2021,9133.979,10092.123,3365.5562
Europe,,2022,9440.399,8740.663,3210.59
Europe (EI),,1965,4980.371,379.1453,6094.7705
Europe (EI),,1966,5466.834,429.26025,5847.7183
Europe (EI),,1967,5934.346,514.361,5658.22
Europe (EI),,1968,6525.836,666.4043,5745.5913
Europe (EI),,1969,7267.149,859.53156,5820.681
Europe (EI),,1970,8055.9346,1085.3882,5725.027
Europe (EI),,1971,8453.693,1336.5579,5480.0576
Europe (EI),,1972,9047.596,1627.1074,5293.9536
Europe (EI),,1973,9694.992,1849.1981,5378.1265
Europe (EI),,1974,9126.41,2094.4463,5329.3047
Europe (EI),,1975,8810.394,2248.5957,5204.392
Europe (EI),,1976,9410.929,2444.7502,5449.988
Europe (EI),,1977,9328.601,2560.3447,5436.5527
Europe (EI),,1978,9800.724,2663.3577,5536.945
Europe (EI),,1979,10024.282,2811.9316,5778.3677
Europe (EI),,1980,9348.721,2808.8425,5886.5376
Europe (EI),,1981,8711.057,2781.2327,5786.8486
Europe (EI),,1982,8287.65,2728.2874,5819.369
Europe (EI),,1983,8057.64,2837.0486,5900.382
Europe (EI),,1984,8105.108,2971.7595,5890.3325
Europe (EI),,1985,9066.216,4026.4604,7239.403
Europe (EI),,1986,9345.303,4129.31,7178.0083
Europe (EI),,1987,9388.736,4311.6753,7235.8013
Europe (EI),,1988,9435.364,4348.913,7086.995
Europe (EI),,1989,9402.842,4469.7007,6998.9473
Europe (EI),,1990,9584.871,4826.9204,6665.6685
Europe (EI),,1991,9502.883,4886.9404,6281.051
Europe (EI),,1992,9256.104,4618.9634,5911.4375
Europe (EI),,1993,9042.338,4642.2134,5524.592
Europe (EI),,1994,9001.716,4508.473,5208.0376
Europe (EI),,1995,9174.939,4762.982,5150.1104
Europe (EI),,1996,9270.499,5277.245,5004.1807
Europe (EI),,1997,9345.68,5155.9355,4866.93
Europe (EI),,1998,9530.203,5230.5366,4732.111
Europe (EI),,1999,9393.853,5438.863,4470.258
Europe (EI),,2000,9282.01,5584.936,4600.32
Europe (EI),,2001,9410.024,5694.592,4558.572
Europe (EI),,2002,9370.651,5712.7163,4556.1846
Europe (EI),,2003,9423.011,5971.038,4737.727
Europe (EI),,2004,9513.714,6115.666,4664.9043
Europe (EI),,2005,9567.315,6275.513,4554.524
Europe (EI),,2006,9594.714,6228.6616,4767.774
Europe (EI),,2007,9406.559,6173.632,4833.916
Europe (EI),,2008,9303.157,6263.536,4557.58
Europe (EI),,2009,8836.155,5778.54,4075.131
Europe (EI),,2010,8766.436,6233.6133,4257.2803
Europe (EI),,2011,8521.898,5809.2837,4431.5938
Europe (EI),,2012,8248.538,5661.9927,4537.4136
Europe (EI),,2013,8092.074,5548.122,4395.0923
Europe (EI),,2014,7949.019,5001.8564,4126.7056
Europe (EI),,2015,8154.7354,5092.4253,3954.7063
Europe (EI),,2016,8330.123,5378.873,3816.2832
Europe (EI),,2017,8506.695,5595.427,3689.7732
Europe (EI),,2018,8468.791,5479.956,3601.3704
Europe (EI),,2019,8437.767,5551.9053,3069.07
Europe (EI),,2020,7353.7676,5416.7944,2654.1096
Europe (EI),,2021,7693.7197,5731.469,2886.2979
Europe (EI),,2022,7977.5957,4987.8027,2797.3564
European Union (27),,1965,3844.244,367.09137,4557.6743
European Union (27),,1966,4236.7344,416.64462,4377.4062
European Union (27),,1967,4601.5503,495.35828,4293.374
European Union (27),,1968,5089.9995,628.4308,4372.6694
European Union (27),,1969,5719.058,789.8719,4476.9272
European Union (27),,1970,6391.1313,956.7552,4439.798
European Union (27),,1971,6730.6123,1133.0685,4313.1924
European Union (27),,1972,7222.543,1340.7644,4248.1978
European Union (27),,1973,7783.381,1538.9799,4253.1323
European Union (27),,1974,7325.0566,1723.5646,4307.3887
European Union (27),,1975,7157.8335,1857.8682,4168.6445
European Union (27),,1976,7719.0728,2030.1902,4389.2144
European Union (27),,1977,7590.744,2115.3975,4372.0845
European Union (27),,1978,7987.105,2197.0815,4480.247
European Union (27),,1979,8215.265,2298.7844,4640.8774
European Union (27),,1980,7723.4956,2290.2502,4812.972
European Union (27),,1981,7195.957,2253.893,4692.395
European Union (27),,1982,6757.838,2193.6873,4765.5703
European Union (27),,1983,6528.583,2276.8967,4806.8794
European Union (27),,1984,6389.3433,2394.4106,4987.18
European Union (27),,1985,6637.4946,2511.4229,5126.3623
European Union (27),,1986,6861.078,2547.8074,4996.9204
European Union (27),,1987,6879.4404,2681.7915,5043.877
European Union (27),,1988,6902.1836,2679.2012,4978.2163
European Union (27),,1989,6913.96,2773.6245,4990.7593
European Union (27),,1990,7064.36,2913.043,4546.389
European Union (27),,1991,7078.763,2982.0686,4285.256
European Union (27),,1992,7100.9893,2883.6973,3984.9263
European Union (27),,1993,6991.2783,2941.9365,3809.9543
European Union (27),,1994,7025.417,2905.9587,3722.7427
European Union (27),,1995,7179.0874,3147.952,3674.7502
European Union (27),,1996,7316.3413,3419.71,3682.9307
European Union (27),,1997,7379.1875,3328.0767,3572.7861
European Union (27),,1998,7597.911,3419.5996,3410.5906
European Union (27),,1999,7542.541,3505.4226,3249.503
European Union (27),,2000,7442.792,3588.8408,3293.926
European Union (27),,2001,7546.745,3713.2803,3285.5115
European Union (27),,2002,7488.6357,3739.979,3303.5706
European Union (27),,2003,7522.9243,3941.938,3416.3777
European Union (27),,2004,7570.4717,4048.0625,3356.3596
European Union (27),,2005,7583.043,4186.892,3246.4458
European Union (27),,2006,7590.987,4173.6826,3334.0308
European Union (27),,2007,7425.3247,4105.0317,3367.0393
European Union (27),,2008,7349.667,4191.5796,3119.7566
European Union (27),,2009,6924.1226,3937.0547,2765.9978
European Union (27),,2010,6895.704,4232.242,2903.2258
European Union (27),,2011,6683.63,3895.549,2985.5178
European Union (27),,2012,6426.296,3826.4458,2972.7297
European Union (27),,2013,6263.071,3749.2373,2916.2188
European Union (27),,2014,6148.3843,3315.4941,2776.5708
European Union (27),,2015,6251.949,3467.464,2772.6858
European Union (27),,2016,6361.6055,3686.004,2661.9668
European Union (27),,2017,6489.613,3859.0454,2628.804
European Union (27),,2018,6481.8906,3786.9543,2517.8262
European Union (27),,2019,6465.31,3925.499,2027.3577
European Union (27),,2020,5658.819,3799.569,1671.4243
European Union (27),,2021,5938.2183,3970.137,1900.8511
European Union (27),,2022,6148.3667,3433.6392,1938.5032
Finland,FIN,1965,67.48548,,20.259819
Finland,FIN,1966,81.86467,,18.804535
Finland,FIN,1967,85.7726,,18.091894
Finland,FIN,1968,97.22671,,21.788618
Finland,FIN,1969,112.9222,,26.138052
Finland,FIN,1970,126.97794,,26.5675
Finland,FIN,1971,131.4189,,23.579443
Finland,FIN,1972,139.85992,,26.157778
Finland,FIN,1973,156.46223,,29.031944
Finland,FIN,1974,136.34688,4.4444447,29.585278
Finland,FIN,1975,140.98915,7.355,26.804998
Finland,FIN,1976,151.2639,8.618333,36.12
Finland,FIN,1977,148.23775,8.764999,36.420834
Finland,FIN,1978,149.11165,9.543334,49.094166
Finland,FIN,1979,157.88281,9.509444,47.313053
Finland,FIN,1980,152.02914,8.945555,53.688053
Finland,FIN,1981,145.4186,7.1180553,32.994167
Finland,FIN,1982,134.60008,6.7233334,36.59639
Finland,FIN,1983,125.00576,6.5202775,39.75083
Finland,FIN,1984,126.753784,7.4677777,45.782776
Finland,FIN,1985,128.06352,9.475555,58.025833
Finland,FIN,1986,134.10484,11.472221,53.055275
Finland,FIN,1987,133.54774,15.172222,59.426945
Finland,FIN,1988,131.87692,16.32,59.5
Finland,FIN,1989,131.68347,21.4,58.20639
Finland,FIN,1990,133.65544,25.21,61.2875
Finland,FIN,1991,132.63072,26.57,61.211662
Finland,FIN,1992,131.24066,27.59,55.71361
Finland,FIN,1993,124.88457,28.51,63.688885
Finland,FIN,1994,129.39041,31.47,77.55639
Finland,FIN,1995,117.56854,32.68,68.604996
Finland,FIN,1996,122.37473,34.18944,81.74694
Finland,FIN,1997,120.58437,33.638332,77.428055
Finland,FIN,1998,125.79058,38.53639,63.53889
Finland,FIN,1999,127.17879,38.579998,61.56555
Finland,FIN,2000,126.42577,39.41,58.32722
Finland,FIN,2001,124.035736,42.76,70.48917
Finland,FIN,2002,126.92369,42.46,76.5911
Finland,FIN,2003,130.99988,47,95.59249
Finland,FIN,2004,122.12344,45.28,85.87945
Finland,FIN,2005,126.678185,41.43,55.168888
Finland,FIN,2006,122.85048,44.28,86.153885
Finland,FIN,2007,123.89983,40.96,81.35305
Finland,FIN,2008,119.764175,41.880554,62.04361
Finland,FIN,2009,112.83101,37.38,62.48972
Finland,FIN,2010,117.16832,41.3,78.925
Finland,FIN,2011,114.58838,36.12,64.1175
Finland,FIN,2012,110.05728,31.945,52.501667
Finland,FIN,2013,114.501656,29.706667,58.041386
Finland,FIN,2014,108.04683,26.556667,52.02472
Finland,FIN,2015,108.589935,22.87861,44.405
Finland,FIN,2016,114.29884,20.076668,50.921112
Finland,FIN,2017,110.74291,18.324167,46.645554
Finland,FIN,2018,110.148224,21.012777,48.881386
Finland,FIN,2019,109.32646,20.338888,41.046944
Finland,FIN,2020,98.07788,20.718332,31.483889
Finland,FIN,2021,91.674416,20.775833,33.97278
Finland,FIN,2022,93.03671,10.825556,33.928883
France,FRA,1965,637.3014,50.046993,481.13544
France,FRA,1966,683.123,52.7965,445.8141
France,FRA,1967,784.79,60.339252,440.04257
France,FRA,1968,850.43164,72.156494,423.16086
France,FRA,1969,982.66754,83.850494,423.60306
France,FRA,1970,1116.3308,95.52925,403.1711
France,FRA,1971,1216.7485,113.2255,369.43515
France,FRA,1972,1350.9572,133.88774,328.61258
France,FRA,1973,1506.0256,157.0365,325.04178
France,FRA,1974,1430.9877,163.95924,329.0066
France,FRA,1975,1307.875,182.87,288.44208
France,FRA,1976,1414.7838,196.45325,339.1309
France,FRA,1977,1358.8184,205.08524,326.62524
France,FRA,1978,1416.0525,218.7795,340.78445
France,FRA,1979,1408.642,242.37599,370.0985
France,FRA,1980,1309.0135,251.71974,362.36105
France,FRA,1981,1181.7372,255.71698,330.292
France,FRA,1982,1094.3962,245.77225,337.7352
France,FRA,1983,1068.1714,261.8025,305.63638
France,FRA,1984,1029.9058,266.992,292.2619
France,FRA,1985,1012.84247,285.79147,283.65567
France,FRA,1986,1033.2645,287.41525,234.46078
France,FRA,1987,1040.2767,290.81598,213.4105
France,FRA,1988,1034.0203,289.36124,208.40959
France,FRA,1989,1061.6738,283.14777,226.9013
France,FRA,1990,1077.6477,302.7535,220.8537
France,FRA,1991,1141.2318,331.66623,235.0423
France,FRA,1992,1139.4677,330.99,207.2466
France,FRA,1993,1098.2133,338.51474,169.3328
France,FRA,1994,1062.0352,323.15024,166.5416
France,FRA,1995,1070.6969,343.97824,170.4958
France,FRA,1996,1093.0751,380.14648,181.6606
France,FRA,1997,1101.1138,364.46924,159.0984
France,FRA,1998,1141.1138,388.59476,189.2201
France,FRA,1999,1157.1686,396.2115,169.4491
France,FRA,2000,1138.9818,415.9635,164.76129
France,FRA,2001,1144.5677,436.684,144.1878
France,FRA,2002,1112.9808,435.94272,148.6099
France,FRA,2003,1114.9213,457.26825,157.97934
France,FRA,2004,1124.852,466.92523,150.38844
France,FRA,2005,1109.2781,477.12573,156.18452
France,FRA,2006,1106.1073,460.80548,144.31758
France,FRA,2007,1078.2172,447.60925,149.40895
France,FRA,2008,1057.4426,463.8645,140.40898
France,FRA,2009,1015.3374,447.31073,125.0283
France,FRA,2010,980.4591,495.6445,133.87088
France,FRA,2011,959.38947,430.19037,113.60685
France,FRA,2012,927.1686,444.44296,128.70036
France,FRA,2013,915.1279,451.43152,134.49423
France,FRA,2014,885.4536,379.08353,100.44779
France,FRA,2015,885.4328,407.51764,99.87414
France,FRA,2016,879.3369,445.29938,97.52974
France,FRA,2017,883.0668,447.65695,106.459755
France,FRA,2018,880.2211,428.38385,95.2595
France,FRA,2019,872.8093,436.6204,74.53557
France,FRA,2020,744.6558,405.82837,52.277348
France,FRA,2021,810.6329,430.41394,63.309937
France,FRA,2022,808.74945,383.71768,59.457893
Germany,DEU,1965,1020.56976,30.975672,1869.4764
Germany,DEU,1966,1141.8322,37.22992,1745.3394
Germany,DEU,1967,1187.4216,47.988647,1681.3043
Germany,DEU,1968,1331.1227,78.86974,1705.4391
Germany,DEU,1969,1496.9418,112.316376,1755.9604
Germany,DEU,1970,1644.0702,159.73753,1733.998
Germany,DEU,1971,1712.5317,211.02472,1659.38
Germany,DEU,1972,1807.8164,273.22437,1619.8612
Germany,DEU,1973,1927.148,352.33054,1625.1296
Germany,DEU,1974,1748.5242,440.76492,1632.1193
Germany,DEU,1975,1698.3301,465.14346,1478.5684
Germany,DEU,1976,1834.9529,492.28854,1560.839
Germany,DEU,1977,1812.3656,522.7913,1499.0023
Germany,DEU,1978,1890.2781,560.4233,1518.4825
Germany,DEU,1979,1949.9529,619.478,1606.7775
Germany,DEU,1980,1764.3438,610.7291,1643.761
Germany,DEU,1981,1601.3843,583.9387,1671.3124
Germany,DEU,1982,1513.8575,541.86145,1631.4796
Germany,DEU,1983,1482.448,563.34344,1690.967
Germany,DEU,1984,1477.557,588.30133,1745.2443
Germany,DEU,1985,1522.7413,581.4914,1735.9985
Germany,DEU,1986,1604.2207,579.8007,1640.3766
Germany,DEU,1987,1562.0078,628.617,1633.6312
Germany,DEU,1988,1562.9131,618.8514,1614.3953
Germany,DEU,1989,1468.3829,633.358,1640.0974
Germany,DEU,1990,1537.2932,636.8833,1529.6908
Germany,DEU,1991,1607.6146,669.1928,1343.5953
Germany,DEU,1992,1621.655,661.6269,1214.498
Germany,DEU,1993,1646.8727,700.1133,1145.7742
Germany,DEU,1994,1631.9728,712.92725,1111.4517
Germany,DEU,1995,1631.1295,777.37354,1053.9393
Germany,DEU,1996,1658.878,869.91,1049.4019
Germany,DEU,1997,1648.9271,831.03357,1016.81824
Germany,DEU,1998,1650.717,838.65027,992.51227
Germany,DEU,1999,1601.1072,836.1908,955.58167
Germany,DEU,2000,1570.4348,829.24585,992.09576
Germany,DEU,2001,1590.9633,874.48193,994.93604
Germany,DEU,2002,1537.7799,873.12775,997.1488
Germany,DEU,2003,1507.717,883.7197,1013.6199
Germany,DEU,2004,1490.4901,888.2105,988.11
Germany,DEU,2005,1460.0576,902.8105,945.3872
Germany,DEU,2006,1457.237,920.0689,983.3112
Germany,DEU,2007,1319.4586,886.36194,1008.28674
Germany,DEU,2008,1399.0693,895.0063,931.8082
Germany,DEU,2009,1339.8384,844.30115,834.2924
Germany,DEU,2010,1357.6443,880.71246,896.1722
Germany,DEU,2011,1313.2709,808.6072,910.7911
Germany,DEU,2012,1305.3893,811.1005,936.07416
Germany,DEU,2013,1334.2625,849.74335,963.3986
Germany,DEU,2014,1298.318,738.9503,925.89496
Germany,DEU,2015,1296.5422,769.5361,915.0558
Germany,DEU,2016,1323.3187,848.8475,889.935
Germany,DEU,2017,1352.0428,877.3847,835.9297
Germany,DEU,2018,1286.6825,858.5072,806.68994
Germany,DEU,2019,1294.7367,892.83026,624.2178
Germany,DEU,2020,1172.2838,871.07495,514.8666
Germany,DEU,2021,1160.5002,917.31525,621.9345
Germany,DEU,2022,1183.1235,772.8999,647.22217
Greece,GRC,1965,52.273228,,24.504408
Greece,GRC,1966,57.076584,,24.45789
Greece,GRC,1967,67.11283,,23.376299
Greece,GRC,1968,68.693054,,26.400099
Greece,GRC,1969,73.09414,,25.55111
Greece,GRC,1970,79.16741,,29.40064
Greece,GRC,1971,87.45739,,43.333378
Greece,GRC,1972,101.31322,,46.287395
Greece,GRC,1973,117.920204,,54.44003
Greece,GRC,1974,110.66205,,57.3359
Greece,GRC,1975,117.248055,,75.08328
Greece,GRC,1976,124.7924,,88.72527
Greece,GRC,1977,127.140976,,94.365814
Greece,GRC,1978,138.43669,,83.910446
Greece,GRC,1979,146.42546,,46.06643
Greece,GRC,1980,144.97278,,46.06643
Greece,GRC,1981,140.84198,,45.601227
Greece,GRC,1982,141.51079,0.8435,46.29903
Greece,GRC,1983,135.79776,0.80399996,56.777657
Greece,GRC,1984,139.16304,0.88449997,60.62719
Greece,GRC,1985,141.48157,0.83125,70.303345
