Entity,Code,Year,Oil consumption - TWh,Gas consumption - TWh,Coal consumption - TWh
Luxembourg,LUX,1996,22.176525,7.081096,5.4149275
Luxembourg,LUX,1997,23.158903,7.255865,3.435502
Luxembourg,LUX,1998,24.09103,7.3264184,1.1432289
Luxembourg,LUX,1999,25.739426,7.5994616,1.156022
Luxembourg,LUX,2000,27.610802,7.807751,1.2758111
Luxembourg,LUX,2001,29.310976,8.6795,1.376992
Luxembourg,LUX,2002,29.86881,12.407249,0.85713106
Luxembourg,LUX,2003,32.06685,12.5595,0.6582581
Luxembourg,LUX,2004,36.371384,13.907999,0.9245849
Luxembourg,LUX,2005,37.356655,13.680046,0.90248805
Luxembourg,LUX,2006,35.52233,14.30931,1.076938
Luxembourg,LUX,2007,34.57503,13.356533,0.9117919
Luxembourg,LUX,2008,34.84931,12.714174,0.87108696
Luxembourg,LUX,2009,32.625046,12.937938,0.7780469
Luxembourg,LUX,2010,34.16721,13.916304,0.77921
Luxembourg,LUX,2011,34.88955,12.005276,0.67919195
Luxembourg,LUX,2012,33.672718,12.2237215,0.62453115
Luxembourg,LUX,2013,33.112263,10.34957,0.55707693
Luxembourg,LUX,2014,31.917315,9.805904,0.6209489
Luxembourg,LUX,2015,31.355448,8.9427395,0.5714516
Luxembourg,LUX,2016,31.312542,8.247018,0.59231585
Luxembourg,LUX,2017,32.775616,8.061143,0.54795915
Luxembourg,LUX,2018,34.678898,7.950632,0.48566887
Luxembourg,LUX,2019,35.056538,7.955588,0.5321655
Luxembourg,LUX,2020,28.419147,7.2253613,0.44708055
Luxembourg,LUX,2021,30.598438,7.7898073,0.48942527
Luxembourg,LUX,2022,28.196154,6.122363,0.5143739
Malaysia,MYS,1965,31.176205,,0.17445
Malaysia,MYS,1966,35.99366,,0.23259999
Malaysia,MYS,1967,38.8187,,0.13956
Malaysia,MYS,1968,39.985744,,0.13956
Malaysia,MYS,1969,43.46176,,0.17445
Malaysia,MYS,1970,40.44124,0.08141,0.18608
Malaysia,MYS,1971,45.043636,0.82874525,0.47683
Malaysia,MYS,1972,49.289757,1.1605041,1.20952
Malaysia,MYS,1973,52.4388,1.1605041,1.15137
Malaysia,MYS,1974,52.28298,2.4192512,1.15137
Malaysia,MYS,1975,54.68143,2.9162495,0.10467
Malaysia,MYS,1976,61.358616,3.471752,0.116299994
Malaysia,MYS,1977,73.671425,3.1767428,0.12793
Malaysia,MYS,1978,78.81282,23.50423,0.27912
Malaysia,MYS,1979,88.16213,29.249449,0.39541999
Malaysia,MYS,1980,95.84808,26.01631,0.5815
Malaysia,MYS,1981,103.31685,21.87603,1.0815899
Malaysia,MYS,1982,107.18903,27.539839,0.98855
Malaysia,MYS,1983,114.6193,38.599968,2.5702298
Malaysia,MYS,1984,112.66363,47.82256,2.7795699
Malaysia,MYS,1985,110.8479,46.182728,3.70997
Malaysia,MYS,1986,102.05382,71.66406,2.75631
Malaysia,MYS,1987,104.55259,71.48961,3.8030097
Malaysia,MYS,1988,111.706696,72.931725,3.0238
Malaysia,MYS,1989,115.90021,83.51503,13.921109
Malaysia,MYS,1990,134.57195,79.09563,15.411066
Malaysia,MYS,1991,152.95303,117.60256,18.15391
Malaysia,MYS,1992,181.0182,127.80206,19.060444
Malaysia,MYS,1993,186.71935,125.510956,15.934066
Malaysia,MYS,1994,196.5406,130.32578,17.700644
Malaysia,MYS,1995,224.80556,135.36157,19.39749
Malaysia,MYS,1996,246.50568,162.94792,19.490465
Malaysia,MYS,1997,281.96838,202.29222,18.851244
Malaysia,MYS,1998,257.74655,204.39725,20.118065
Malaysia,MYS,1999,251.90372,232.64651,22.54711
Malaysia,MYS,2000,272.32065,287.54013,28.892843
Malaysia,MYS,2001,294.5357,277.09637,34.52962
Malaysia,MYS,2002,318.86258,280.88776,42.328133
Malaysia,MYS,2003,333.62247,302.6591,61.78373
Malaysia,MYS,2004,349.71957,326.94257,77.078575
Malaysia,MYS,2005,362.19116,373.73004,80.06548
Malaysia,MYS,2006,350.31897,388.63968,84.81897
Malaysia,MYS,2007,373.591,404.01456,102.8218
Malaysia,MYS,2008,358.46222,435.49695,113.688576
Malaysia,MYS,2009,355.6215,400.2232,123.46287
Malaysia,MYS,2010,359.263,380.2312,171.74158
Malaysia,MYS,2011,366.93445,383.1736,171.68346
Malaysia,MYS,2012,402.15158,420.157,184.58412
Malaysia,MYS,2013,427.70407,445.67322,175.11201
Malaysia,MYS,2014,429.4578,447.09207,178.48247
Malaysia,MYS,2015,398.84277,468.39825,202.29639
Malaysia,MYS,2016,443.61053,449.92978,217.84692
Malaysia,MYS,2017,417.2968,450.44153,241.40518
Malaysia,MYS,2018,423.141,446.77808,258.9431
Malaysia,MYS,2019,459.97177,452.15112,244.72913
Malaysia,MYS,2020,379.55325,436.13663,288.0916
Malaysia,MYS,2021,411.58392,494.4841,262.44614
Malaysia,MYS,2022,479.6467,493.81924,260.54477
Mexico,MEX,1965,178.4483,80.64689,8.0222225
Mexico,MEX,1966,186.99396,85.11342,8.556944
Mexico,MEX,1967,200.27634,73.1965,10.499444
Mexico,MEX,1968,217.78389,78.59209,11.006389
Mexico,MEX,1969,230.15845,97.47053,11.156944
Mexico,MEX,1970,247.47472,99.67502,12.5125
Mexico,MEX,1971,262.43677,103.59451,15.708611
Mexico,MEX,1972,295.5131,110.77966,17.361666
Mexico,MEX,1973,316.24557,122.74593,18.6125
Mexico,MEX,1974,357.2522,129.14703,20.562498
Mexico,MEX,1975,394.21106,131.39034,23.618334
Mexico,MEX,1976,434.23633,128.85492,18.125
Mexico,MEX,1977,448.20316,135.9986,26.07
Mexico,MEX,1978,504.61945,171.05864,27.181387
Mexico,MEX,1979,541.5423,207.65465,26.703054
Mexico,MEX,1980,603.66943,223.01714,27.038055
Mexico,MEX,1981,660.86053,241.79156,23.898888
Mexico,MEX,1982,684.2733,259.95645,28.62111
Mexico,MEX,1983,666.7177,268.19806,32.584164
Mexico,MEX,1984,705.7309,268.5839,32.676945
Mexico,MEX,1985,734.98035,275.2785,35.421665
Mexico,MEX,1986,744.0882,244.92165,39.0575
Mexico,MEX,1987,780.321,249.24323,37.772778
Mexico,MEX,1988,778.40265,253.59616,35.750553
Mexico,MEX,1989,832.99884,247.96422,39.57333
Mexico,MEX,1990,916.3862,268.17517,39.24111
Mexico,MEX,1991,941.7246,282.36115,37.954998
Mexico,MEX,1992,954.6505,282.39484,38.3825
Mexico,MEX,1993,947.3392,283.26508,43.2925
Mexico,MEX,1994,1021.43054,301.03,52.318333
Mexico,MEX,1995,950.10956,306.9023,58.25861
Mexico,MEX,1996,964.5441,312.78293,66.79972
Mexico,MEX,1997,1006.9446,314.37393,66.86417
Mexico,MEX,1998,1054.3689,334.79,68.34778
Mexico,MEX,1999,1047.0767,337.90872,69.5475
Mexico,MEX,2000,1117.636,359.13306,76.18694
Mexico,MEX,2001,1107.0106,361.9052,83.67358
Mexico,MEX,2002,1051.1785,410.68823,140.1058
Mexico,MEX,2003,1085.1881,445.09402,103.318375
Mexico,MEX,2004,1137.8489,480.21918,105.719696
Mexico,MEX,2005,1226.2463,527.12335,133.42952
Mexico,MEX,2006,1184.8331,582.8828,143.19829
Mexico,MEX,2007,1236.413,570.41376,131.58376
Mexico,MEX,2008,1275.8926,599.96576,117.545296
Mexico,MEX,2009,1219.5841,651.688,119.74645
Mexico,MEX,2010,1171.3153,660.44543,148.11874
Mexico,MEX,2011,1188.1461,708.0849,171.32704
Mexico,MEX,2012,1213.6659,736.5377,149.266
Mexico,MEX,2013,1175.1096,777.9507,148.2266
Mexico,MEX,2014,1121.4917,788.48444,147.93884
Mexico,MEX,2015,1087.805,807.82916,147.65045
Mexico,MEX,2016,1117.5981,830.30035,144.6333
Mexico,MEX,2017,1090.5269,860.33527,176.75279
Mexico,MEX,2018,1021.20856,902.7362,157.54546
Mexico,MEX,2019,972.0568,933.8935,150.41484
Mexico,MEX,2020,838.368,945.19037,66.491
Mexico,MEX,2021,942.95135,973.32666,55.12622
Mexico,MEX,2022,1143.8988,965.85693,69.78955
Middle Africa (EI),,1965,24.153852,0.10775,2.1163046
Middle Africa (EI),,1966,24.54173,0.10775,2.3354974
Middle Africa (EI),,1967,25.013054,0.16524999,2.228807
Middle Africa (EI),,1968,25.758215,0.24374999,2.4406872
Middle Africa (EI),,1969,26.483377,0.23425,2.6214695
Middle Africa (EI),,1970,26.86877,0.57074994,2.4938266
Middle Africa (EI),,1971,31.117723,1.3055,2.585668
Middle Africa (EI),,1972,32.45925,1.5371666,2.4599504
Middle Africa (EI),,1973,33.634758,5.2085,2.4970047
Middle Africa (EI),,1974,34.716637,5.9676666,2.4504874
Middle Africa (EI),,1975,33.801495,2.2697499,2.3962684
Middle Africa (EI),,1976,34.649208,0.6985,2.5765798
Middle Africa (EI),,1977,37.209366,1.095,2.605806
Middle Africa (EI),,1978,43.98072,1.12175,2.439195
Middle Africa (EI),,1979,44.275116,1.0457499,2.187952
Middle Africa (EI),,1980,44.587627,2.61575,2.439195
Middle Africa (EI),,1981,47.206768,3.06325,2.4812376
Middle Africa (EI),,1982,43.84725,3.5002499,2.3938725
Middle Africa (EI),,1983,50.073887,3.7572498,2.3467014
Middle Africa (EI),,1984,45.308628,3.6144998,2.3930585
Middle Africa (EI),,1985,50.879715,4.1035,2.3862667
Middle Africa (EI),,1986,48.55702,4.678,2.4299722
Middle Africa (EI),,1987,49.547092,5.3965,2.4647808
Middle Africa (EI),,1988,52.38567,6.456,2.4874594
Middle Africa (EI),,1989,53.232723,4.97225,2.5553205
Middle Africa (EI),,1990,48.54278,6.165,2.580347
Middle Africa (EI),,1991,46.208416,6.566,0.60795975
Middle Africa (EI),,1992,46.06318,6.41175,0.6081353
Middle Africa (EI),,1993,47.79885,6.36675,0.10017
Middle Africa (EI),,1994,47.06603,5.93475,0.078681946
Middle Africa (EI),,1995,45.6702,6.6272497,0.6651777
Middle Africa (EI),,1996,45.850822,6.5409994,0.6796275
Middle Africa (EI),,1997,47.462112,6.6752496,0.6916186
Middle Africa (EI),,1998,44.828396,6.90034,0.72996247
Middle Africa (EI),,1999,47.448288,6.6932497,0.5200061
Middle Africa (EI),,2000,53.02457,6.9849997,0.44506636
Middle Africa (EI),,2001,55.152805,6.47675,0.3242847
Middle Africa (EI),,2002,58.657295,8.1727495,0.3100211
Middle Africa (EI),,2003,64.488594,8.695,0.32174194
Middle Africa (EI),,2004,68.21575,21.542938,0.8604586
Middle Africa (EI),,2005,64.64332,20.857412,1.0272586
Middle Africa (EI),,2006,74.33334,21.24032,1.30677
Middle Africa (EI),,2007,83.5226,19.921606,1.4287635
Middle Africa (EI),,2008,94.87555,20.63925,1.2114172
Middle Africa (EI),,2009,106.77701,18.1715,1.5565578
Middle Africa (EI),,2010,112.9288,28.65475,1.5851187
Middle Africa (EI),,2011,120.160736,29.8185,1.4435052
Middle Africa (EI),,2012,132.76086,36.833996,0.55446357
Middle Africa (EI),,2013,150.87767,40.558487,0.3627111
Middle Africa (EI),,2014,160.75076,39.77898,0.2061
Middle Africa (EI),,2015,156.91241,43.27722,0.17674416
Middle Africa (EI),,2016,143.2486,55.27406,0.73523664
Middle Africa (EI),,2017,129.29364,54.542526,2.5698624
Middle Africa (EI),,2018,130.74097,55.16149,2.96413
Middle Africa (EI),,2019,138.49248,50.58902,1.6871461
Middle Africa (EI),,2020,118.67859,52.93575,2.074355
Middle Africa (EI),,2021,125.986946,59.451313,2.3009844
Middle Africa (EI),,2022,117.50034,53.176815,2.4996622
Middle East (EI),,1965,491.44632,37.872276,2.5297084
Middle East (EI),,1966,503.7902,46.176548,2.770807
Middle East (EI),,1967,525.9555,54.85932,3.0530448
Middle East (EI),,1968,541.7199,71.13591,3.357065
Middle East (EI),,1969,563.47205,85.00629,3.7021763
Middle East (EI),,1970,597.932,94.029175,4.0724187
Middle East (EI),,1971,640.9845,105.18844,2.8985448
Middle East (EI),,1972,681.81573,118.74365,4.4643726
Middle East (EI),,1973,739.85297,143.79762,7.541985
Middle East (EI),,1974,786.39124,151.48756,8.194324
Middle East (EI),,1975,752.72205,170.42416,15.095485
Middle East (EI),,1976,858.6771,183.55867,14.882352
Middle East (EI),,1977,974.5657,214.05446,15.054686
Middle East (EI),,1978,1025.7974,233.88025,9.252351
Middle East (EI),,1979,1159.3568,316.76944,13.287019
Middle East (EI),,1980,1105.2087,317.0203,14.00031
Middle East (EI),,1981,1207.3297,343.45535,11.741648
Middle East (EI),,1982,1319.0878,383.98184,22.22158
Middle East (EI),,1983,1480.3683,392.84027,27.009151
Middle East (EI),,1984,1614.4838,504.4726,31.15692
Middle East (EI),,1985,1700.0228,544.3922,32.74094
Middle East (EI),,1986,1695.3132,659.04785,34.935963
Middle East (EI),,1987,1778.6168,722.674,36.301926
Middle East (EI),,1988,1846.8494,804.0419,35.591427
Middle East (EI),,1989,1894.5037,906.92676,34.55459
Middle East (EI),,1990,1952.2261,956.8127,35.826397
Middle East (EI),,1991,2019.6924,1001.00305,41.656124
Middle East (EI),,1992,2151.9417,1144.0255,47.138527
Middle East (EI),,1993,2304.286,1071.7473,55.137726
Middle East (EI),,1994,2531.6985,1239.863,57.688927
Middle East (EI),,1995,2518.1777,1363.4526,61.440407
Middle East (EI),,1996,2573.598,1421.7241,72.346115
Middle East (EI),,1997,2704.904,1502.8632,77.74352
Middle East (EI),,1998,2691.8772,1621.9945,84.52492
Middle East (EI),,1999,2683.8013,1730.2715,82.577965
Middle East (EI),,2000,2813.7083,1833.0188,89.4839
Middle East (EI),,2001,2934.262,1948.442,100.71578
Middle East (EI),,2002,3000.6453,2146.1323,105.65841
Middle East (EI),,2003,3101.614,2253.4685,110.28631
Middle East (EI),,2004,3310.306,2483.882,112.0698
Middle East (EI),,2005,3497.1995,2662.9575,114.04932
Middle East (EI),,2006,3660.727,2818.764,113.908394
Middle East (EI),,2007,3717.9663,3059.6414,115.39713
Middle East (EI),,2008,3984.7095,3371.095,112.92938
Middle East (EI),,2009,4024.0427,3468.6301,104.933846
Middle East (EI),,2010,4180.1187,3804.9849,115.21779
Middle East (EI),,2011,4326.834,3984.864,116.49262
Middle East (EI),,2012,4506.606,4110.3228,137.56789
Middle East (EI),,2013,4644.245,4233.529,122.4725
Middle East (EI),,2014,4747.19,4474.281,122.35198
Middle East (EI),,2015,4739.224,4793.359,116.58859
Middle East (EI),,2016,4856.421,5011.6646,105.74549
Middle East (EI),,2017,4908.0923,5115.67,104.209984
Middle East (EI),,2018,4829.5806,5247.672,102.635735
Middle East (EI),,2019,4708.94,5378.632,105.588295
Middle East (EI),,2020,4327.063,5499.4595,102.69799
Middle East (EI),,2021,4555.926,5620.5063,98.943726
Middle East (EI),,2022,4990.797,5605.5967,102.82911
Morocco,MAR,1965,11.545965,0.5145,2.1136668
Morocco,MAR,1966,16.513163,0.5145,3.2408333
Morocco,MAR,1967,18.142168,0.5145,3.2271667
Morocco,MAR,1968,19.909143,0.5145,2.9001665
Morocco,MAR,1969,21.551186,0.5145,2.8981667
Morocco,MAR,1970,22.55748,0.5145,3.323
Morocco,MAR,1971,23.806574,0.5021019,3.4766667
Morocco,MAR,1972,25.329979,0.5438419,4.2968335
Morocco,MAR,1973,30.294249,0.6800525,4.2571664
Morocco,MAR,1974,32.480705,0.78027993,4.2161665
Morocco,MAR,1975,33.62336,0.6902986,4.7921667
Morocco,MAR,1976,36.71666,0.7720341,5.1994996
Morocco,MAR,1977,41.40305,0.84101194,4.9101663
Morocco,MAR,1978,44.40629,0.7940267,4.9498334
Morocco,MAR,1979,50.361397,0.735295,4.8281665
Morocco,MAR,1980,51.022358,0.64531386,4.628
Morocco,MAR,1981,50.176956,0.8285094,4.916833
Morocco,MAR,1982,52.811638,0.7687777,5.477667
Morocco,MAR,1983,53.351723,0.81177384,6.785333
Morocco,MAR,1984,55.483395,0.81077385,5.8275
Morocco,MAR,1985,55.250378,0.9162347,7.69906
Morocco,MAR,1986,54.291435,0.8869969,10.45537
Morocco,MAR,1987,54.27466,0.7207925,12.130089
Morocco,MAR,1988,58.015285,0.7365394,11.967269
Morocco,MAR,1989,63.670048,0.544098,13.211679
Morocco,MAR,1990,65.89839,0.50335807,12.74648
Morocco,MAR,1991,65.97015,0.32216248,13.88622
Morocco,MAR,1992,77.84268,0.21168916,12.87441
Morocco,MAR,1993,79.18833,0.20694415,14.06067
Morocco,MAR,1994,86.091125,0.2021875,15.677239
Morocco,MAR,1995,81.52536,0.127965,18.99179
Morocco,MAR,1996,76.85733,0.1627036,24.3067
Morocco,MAR,1997,81.739136,0.29991445,23.15533
Morocco,MAR,1998,81.00672,0.32915223,27.621248
Morocco,MAR,1999,89.25713,0.3836389,26.41173
Morocco,MAR,2000,83.48259,0.44187024,31.22655
Morocco,MAR,2001,83.637276,0.43712527,39.69319
Morocco,MAR,2002,87.03641,0.55943996,39.472218
Morocco,MAR,2003,87.084114,0.53613,38.060337
Morocco,MAR,2004,100.61575,0.68764496,42.100597
Morocco,MAR,2005,109.33424,4.49883,44.14748
Morocco,MAR,2006,110.873024,5.5827446,44.8918
Morocco,MAR,2007,115.9952,6.2976627,37.59607
Morocco,MAR,2008,127.88396,6.219108,42.61604
Morocco,MAR,2009,129.22275,6.831928,31.469973
Morocco,MAR,2010,143.70778,7.379246,32.415386
Morocco,MAR,2011,153.33934,9.3402,34.6259
Morocco,MAR,2012,154.29112,12.491665,35.170513
Morocco,MAR,2013,156.06314,12.112491,34.901863
Morocco,MAR,2014,148.68529,11.739,46.952866
Morocco,MAR,2015,145.51521,11.770798,51.69651
Morocco,MAR,2016,149.06464,11.975875,49.81594
Morocco,MAR,2017,157.80402,11.880709,51.781143
Morocco,MAR,2018,154.05063,10.715159,59.892403
Morocco,MAR,2019,156.34242,10.126819,77.487465
Morocco,MAR,2020,136.36765,7.866613,77.79928
Morocco,MAR,2021,154.72903,7.899017,85.41785
Morocco,MAR,2022,158.23444,2.2269576,77.66616
Netherlands,NLD,1965,295.90454,15,103.05555
Netherlands,NLD,1966,320.8774,28.61111,93.888885
Netherlands,NLD,1967,327.9667,50.555553,90.27777
Netherlands,NLD,1968,353.7581,85,85.55555
Netherlands,NLD,1969,385.83737,125.27778,72.77777
Netherlands,NLD,1970,429.0313,176.38889,53.333332
Netherlands,NLD,1971,423.7892,230.55554,40.277775
Netherlands,NLD,1972,472.7687,300,34.444443
Netherlands,NLD,1973,487.92667,333.61108,35
Netherlands,NLD,1974,418.32544,355,33.333332
Netherlands,NLD,1975,412.4857,370.27774,28.055555
Netherlands,NLD,1976,464.2084,384.44443,35
Netherlands,NLD,1977,445.5194,385.83334,36.666664
Netherlands,NLD,1978,455.18344,386.66666,41.944443
Netherlands,NLD,1979,490.4418,385,39.999996
Netherlands,NLD,1980,458.67545,351.94443,46.388885
Netherlands,NLD,1981,426.86792,334.99997,51.38889
Netherlands,NLD,1982,373.0677,319.99997,59.444443
Netherlands,NLD,1983,353.5345,342.2222,61.38889
Netherlands,NLD,1984,349.00687,363.6111,74.166664
Netherlands,NLD,1985,353.14584,383.3333,73.888885
Netherlands,NLD,1986,391.5668,382.22223,76.11111
Netherlands,NLD,1987,394.37207,394.44443,80.27778
Netherlands,NLD,1988,418.44595,356.66666,96.11111
Netherlands,NLD,1989,412.89236,365.83334,95.27777
Netherlands,NLD,1990,428.5198,368.05557,101.666664
Netherlands,NLD,1991,411.34976,410.69443,93.611115
Netherlands,NLD,1992,431.89185,399.91666,93.33333
Netherlands,NLD,1993,426.74704,411.30554,94.166664
Netherlands,NLD,1994,424.05542,397.2222,100.27778
Netherlands,NLD,1995,447.4748,408.02777,103.61111
Netherlands,NLD,1996,447.37653,452.19443,100
Netherlands,NLD,1997,464.74838,423.69443,97.22222
Netherlands,NLD,1998,470.26678,418.38885,99.166664
Netherlands,NLD,1999,479.29355,408.77777,86.94444
Netherlands,NLD,2000,486.18246,409.91666,90.27777
Netherlands,NLD,2001,509.7186,418.19443,96.11111
Netherlands,NLD,2002,512.05084,413.97223,96.666664
Netherlands,NLD,2003,512.8084,416.8333,100
Netherlands,NLD,2004,536.42145,426.77777,98.61111
Netherlands,NLD,2005,569.4229,414.55557,94.166664
Netherlands,NLD,2006,567.0726,398.0833,89.72222
Netherlands,NLD,2007,583.52014,388.05554,97.77778
Netherlands,NLD,2008,554.87646,403.8889,92.5
Netherlands,NLD,2009,530.0778,413.5833,87.22222
Netherlands,NLD,2010,568.0019,467.5833,87.77778
Netherlands,NLD,2011,567.4296,409.27777,86.58333
Netherlands,NLD,2012,555.90686,392.8333,95.138885
Netherlands,NLD,2013,529.2256,391.1389,95.19444
Netherlands,NLD,2014,518.6247,343.27777,105.30555
Netherlands,NLD,2015,514.1263,337.72223,128.66667
Netherlands,NLD,2016,517.6337,351.47223,119.27777
Netherlands,NLD,2017,520.2487,362.77777,106.97222
Netherlands,NLD,2018,506.29205,355.5833,96.11111
Netherlands,NLD,2019,494.32846,371.44446,74.666664
Netherlands,NLD,2020,469.78177,360.49997,47.805553
Netherlands,NLD,2021,470.24667,348.9167,65.02778
Netherlands,NLD,2022,495.80264,271.4722,64.5
New Zealand,NZL,1965,32.636177,,19.13135
New Zealand,NZL,1966,36.13348,,18.608
New Zealand,NZL,1967,37.95181,,16.99143
New Zealand,NZL,1968,38.995968,,15.99125
New Zealand,NZL,1969,40.505108,,16.398298
New Zealand,NZL,1970,47.609863,0.7104,16.40993
New Zealand,NZL,1971,49.176487,0.9024,14.59565
New Zealand,NZL,1972,52.94315,1.6352,14.95618
New Zealand,NZL,1973,55.962757,1.9008,16.94491
New Zealand,NZL,1974,52.95165,3.2034748,17.444561
New Zealand,NZL,1975,51.22918,3.4746535,16.416618
New Zealand,NZL,1976,52.70256,9.33013,16.916695
New Zealand,NZL,1977,52.72557,15.340602,16.111172
New Zealand,NZL,1978,50.766357,14.378684,14.861116
New Zealand,NZL,1979,51.13983,9.527735,13.249994
New Zealand,NZL,1980,48.85752,8.698373,13.628225
New Zealand,NZL,1981,46.47539,10.677521,13.577947
New Zealand,NZL,1982,46.441486,19.426569,13.310541
New Zealand,NZL,1983,44.486046,21.091728,14.74875
New Zealand,NZL,1984,45.900852,27.045172,13.717163
New Zealand,NZL,1985,43.00212,34.48909,12.66603
New Zealand,NZL,1986,38.701366,41.616955,14.556855
New Zealand,NZL,1987,44.81707,40.25542,12.149866
New Zealand,NZL,1988,43.816982,44.151974,13.165961
New Zealand,NZL,1989,45.22757,45.382774,14.334275
New Zealand,NZL,1990,50.82389,44.44859,13.928279
New Zealand,NZL,1991,51.70254,48.3457,13.280543
New Zealand,NZL,1992,53.34146,51.16109,14.623765
New Zealand,NZL,1993,53.03442,49.90051,14.406294
New Zealand,NZL,1994,61.31527,46.77109,13.617704
New Zealand,NZL,1995,66.30301,44.630497,13.655409
New Zealand,NZL,1996,67.54738,50.87484,13.457762
New Zealand,NZL,1997,70.944374,54.805138,14.528347
New Zealand,NZL,1998,71.86079,48.31148,13.247123
New Zealand,NZL,1999,72.871544,55.233707,13.571336
New Zealand,NZL,2000,74.42254,58.75267,12.859932
New Zealand,NZL,2001,75.24428,61.993137,15.92658
New Zealand,NZL,2002,77.48304,59.181942,15.918619
New Zealand,NZL,2003,82.19651,44.62404,22.97443
New Zealand,NZL,2004,81.031,40.718163,23.73867
New Zealand,NZL,2005,85.43949,37.576244,26.427471
New Zealand,NZL,2006,85.78982,38.154423,26.021524
New Zealand,NZL,2007,86.19111,42.152313,19.720991
New Zealand,NZL,2008,87.217606,39.045193,24.47237
New Zealand,NZL,2009,83.40349,40.138943,18.818949
New Zealand,NZL,2010,84.057106,43.759987,16.071981
New Zealand,NZL,2011,86.09669,40.2155,16.269657
New Zealand,NZL,2012,85.00911,44.646664,20.272028
New Zealand,NZL,2013,86.02264,47.0649,17.877504
New Zealand,NZL,2014,87.716354,52.28978,16.509882
New Zealand,NZL,2015,91.31664,48.018906,16.673475
New Zealand,NZL,2016,93.80438,47.97363,13.796134
New Zealand,NZL,2017,99.15254,49.92102,14.536367
New Zealand,NZL,2018,99.47485,45.022667,15.672816
New Zealand,NZL,2019,101.945694,48.04402,17.082287
New Zealand,NZL,2020,84.15528,45.72634,16.407167
New Zealand,NZL,2021,83.83922,38.74297,18.388664
New Zealand,NZL,2022,83.72641,36.21647,12.718105
Non-OECD (EI),,1965,4559.6,1578.5005,5976.654
Non-OECD (EI),,1966,4905.9546,1755.4828,6205.5874
Non-OECD (EI),,1967,5238.276,1938.075,6131.5117
Non-OECD (EI),,1968,5620.2305,2099.3154,6150.3374
Non-OECD (EI),,1969,6021.794,2277.5176,6515.786
Non-OECD (EI),,1970,6598.038,2487.716,6926.3135
Non-OECD (EI),,1971,7133.468,2713.8074,7355.353
Non-OECD (EI),,1972,7739.423,2868.9492,7618.434
Non-OECD (EI),,1973,8459.952,3164.1318,7738.442
Non-OECD (EI),,1974,9009.866,3378.6013,7831.7656
Non-OECD (EI),,1975,9344.327,3689.8428,8352.198
Non-OECD (EI),,1976,9918.151,4084.343,8483.516
Non-OECD (EI),,1977,10509.8,4437.4087,8903.102
Non-OECD (EI),,1978,11199.153,4764.674,9192.643
Non-OECD (EI),,1979,11661.254,5170.41,9468.685
Non-OECD (EI),,1980,11823.0205,5364.4395,9581.238
Non-OECD (EI),,1981,11952.199,5681.6523,9751.692
Non-OECD (EI),,1982,12047.542,6131.9873,10128.74
Non-OECD (EI),,1983,12155.43,6540.407,10564.208
Non-OECD (EI),,1984,12346.493,7147.304,11031.754
Non-OECD (EI),,1985,12335.999,7436.3223,11511.137
Non-OECD (EI),,1986,12641.677,7868.14,11937.093
Non-OECD (EI),,1987,13025.573,8255.502,12558.147
Non-OECD (EI),,1988,13354.427,8765.401,13061.051
Non-OECD (EI),,1989,13668.738,9078.303,13215.724
Non-OECD (EI),,1990,14017.389,9493.933,13242.273
Non-OECD (EI),,1991,13980.714,9623.263,13262.132
Non-OECD (EI),,1992,13885.613,9512.484,13468.81
Non-OECD (EI),,1993,13629.662,9354.76,13663.498
Non-OECD (EI),,1994,13775.602,9219.485,13762.685
Non-OECD (EI),,1995,14078.167,9336.329,13876.161
Non-OECD (EI),,1996,14228.988,9777.203,14118.455
Non-OECD (EI),,1997,14980.997,9518.25,13969.656
Non-OECD (EI),,1998,15070.667,9836.243,13873.132
Non-OECD (EI),,1999,15386.362,10125.744,14104.009
Non-OECD (EI),,2000,15954.993,10518.8545,14528.453
Non-OECD (EI),,2001,16373.467,10955.246,15107.959
Non-OECD (EI),,2002,16726.89,11352.823,16039.981
Non-OECD (EI),,2003,17338.006,11866.991,18282.018
Non-OECD (EI),,2004,18568.01,12629.323,20403.482
Non-OECD (EI),,2005,18990.387,13204.915,22811.014
Non-OECD (EI),,2006,19723.547,13893.01,24583.525
Non-OECD (EI),,2007,20461.623,14514.997,26532.941
Non-OECD (EI),,2008,21032.074,14993.662,27325.297
Non-OECD (EI),,2009,21347.98,14833.263,28105.807
Non-OECD (EI),,2010,22662.336,16060.708,29165.133
Non-OECD (EI),,2011,23359.01,16871.922,31372.096
Non-OECD (EI),,2012,24327.459,17363.096,32002.826
Non-OECD (EI),,2013,24946.746,17573.555,32545.152
Non-OECD (EI),,2014,25547.062,18065.357,32927.19
Non-OECD (EI),,2015,26253.32,18550.43,32485.9
Non-OECD (EI),,2016,26918.32,19023.922,32159.658
Non-OECD (EI),,2017,27589.814,19735.707,32652.326
Non-OECD (EI),,2018,28009.375,20684.47,33686.79
Non-OECD (EI),,2019,28308.627,20966.803,34570.16
Non-OECD (EI),,2020,26507.6,20904.652,34573.11
Non-OECD (EI),,2021,27723.281,22542.516,36247.62
Non-OECD (EI),,2022,28531.045,21447.402,36826.438
North America,,1965,7466.549,4467.994,3412.8337
North America,,1966,7833.953,4818.5474,3566.435
North America,,1967,8160.8506,5073.1475,3502.8997
